Read instance with 1002 players, 9911 conflicts, budget 65088
Max iterations = 1000
Seed = 1
Initial solution has 342 teams.
(0.845) New solution found in LS: 338 teams.

========== Current Solution ==========
Total teams: 338

Team    Budget         Players (id:salary)
114     700            6, 641, 
115     466            73, 635, 831, 
116     97             213, 423, 
117     335            194, 439, 
118     182            61, 611, 933, 
119     176            293, 346, 
120     408            219, 501, 842, 699, 
121     74             84, 658, 817, 963, 
122     74             45, 575, 
123     296            158, 506, 865, 
124     304            336, 330, 674, 
125     698            66, 812, 707, 948, 
126     172            241, 403, 968, 
127     36             312, 381, 533, 965, 
128     895            208, 498, 700, 
129     219            337, 371, 500, 714, 
130     336            313, 378, 578, 799, 
131     852            19, 636, 
132     984            9, 652, 
133     676            135, 574, 766, 
134     456            7, 728, 774, 
135     235            40, 589, 
136     1013           74, 733, 849, 809, 
137     162            42, 654, 858, 
138     957            166, 480, 
139     1014           220, 425, 
140     61             83, 621, 957, 945, 
141     596            295, 398, 626, 869, 
142     386            134, 529, 905, 
143     116            103, 524, 
144     124            110, 549, 943, 
145     608            97, 541, 
146     601            177, 462, 
147     219            269, 399, 772, 941, 
148     122            262, 407, 794, 976, 
149     455            156, 511, 851, 
150     174            68, 609, 892, 
151     38             342, 302, 928, 
152     996            169, 542, 737, 
153     472            165, 528, 754, 
154     84             96, 564, 956, 
155     263            272, 366, 
156     418            49, 655, 853, 
157     880            278, 364, 
158     0              255, 400, 789, 
159     948            22, 632, 
160     471            324, 367, 544, 
161     230            21, 605, 
162     568            178, 460, 
163     568            143, 521, 912, 
164     86             197, 470, 779, 
165     276            373, 332, 461, 
166     141            114, 587, 773, 
167     361            257, 379, 
168     868            159, 536, 781, 
169     243            233, 414, 885, 
170     54             307, 333, 909, 
171     334            95, 650, 746, 
172     742            99, 545, 
173     553            276, 363, 
174     71             168, 702, 584, 915, 
175     629            38, 603, 
176     34             26, 593, 
177     874            52, 596, 
178     110            248, 389, 
179     214            164, 510, 808, 
180     732            345, 309, 966, 
181     714            222, 417, 
182     264            150, 548, 756, 
183     656            348, 338, 577, 755, 
184     232            82, 684, 719, 
185     954            4, 657, 
186     14             89, 622, 776, 
187     690            277, 393, 787, 977, 
188     660            298, 354, 749, 
189     857            180, 466, 
190     325            109, 523, 
191     202            235, 419, 802, 
192     249            111, 571, 836, 
193     56             199, 481, 718, 
194     85             141, 618, 780, 814, 
195     873            243, 413, 923, 
196     744            123, 518, 
197     254            239, 484, 670, 803, 
198     253            133, 678, 675, 
199     620            10, 691, 908, 
200     249            282, 376, 785, 
201     501            36, 651, 958, 
202     828            77, 572, 
203     198            285, 390, 796, 800, 
204     980            310, 352, 783, 
205     936            122, 525, 
206     316            157, 522, 791, 
207     59             195, 457, 835, 
208     65             274, 361, 
209     1037           273, 429, 617, 
210     196            43, 638, 906, 
211     912            29, 705, 815, 
212     566            308, 351, 845, 
213     231            275, 358, 
214     598            65, 649, 844, 
215     94             13, 729, 821, 964, 
216     832            162, 482, 
217     888            12, 644, 
218     80             283, 385, 868, 916, 929, 
219     993            104, 543, 
220     97             107, 519, 
221     760            126, 516, 
222     176            125, 546, 870, 
223     701            147, 494, 
224     320            71, 562, 
225     28             18, 837, 723, 918, 
226     926            258, 437, 721, 827, 
227     509            100, 585, 863, 
228     32             249, 440, 907, 758, 938, 
229     742            263, 472, 552, 
230     124            91, 583, 879, 
231     646            318, 374, 535, 
232     0              0, 677, 961, 
233     889            167, 476, 
234     2              189, 454, 978, 
235     860            58, 711, 900, 855, 
236     130            268, 391, 784, 
237     770            41, 604, 
238     220            70, 639, 820, 
239     472            93, 619, 811, 
240     15             207, 467, 838, 973, 
241     696            51, 715, 743, 
242     414            264, 448, 580, 
243     40             311, 420, 449, 
244     237            329, 441, 418, 
245     924            53, 797, 698, 
246     458            46, 709, 748, 
247     826            37, 616, 
248     308            34, 679, 857, 
249     18             20, 722, 741, 
250     638            296, 334, 
251     450            209, 445, 946, 
252     296            161, 493, 911, 
253     1086           132, 515, 
254     1              90, 569, 969, 
255     158            353, 314, 643, 930, 
256     121            62, 566, 
257     712            252, 434, 832, 753, 
258     473            328, 412, 447, 
259     434            246, 401, 940, 
260     105            383, 315, 513, 947, 
261     416            8, 695, 872, 
262     52             211, 424, 
263     1              286, 382, 782, 893, 
264     128            155, 477, 
265     424            25, 606, 
266     275            72, 607, 890, 
267     350            227, 428, 883, 
268     123            148, 488, 
269     263            196, 435, 
270     385            344, 386, 463, 730, 
271     734            55, 825, 805, 767, 
272     374            183, 502, 739, 
273     999            129, 547, 951, 
274     594            216, 436, 927, 
275     701            182, 497, 790, 
276     208            287, 394, 667, 
277     740            14, 633, 
278     36             184, 446, 
279     48             254, 427, 740, 876, 
280     49             357, 369, 411, 
281     718            256, 483, 537, 
282     601            238, 479, 595, 
283     568            59, 582, 
284     1102           301, 339, 
285     1194           259, 387, 
286     256            146, 558, 752, 
287     1016           210, 491, 712, 
288     1019           170, 615, 661, 
289     1066           176, 590, 673, 
290     480            56, 768, 834, 770, 
291     244            327, 356, 556, 
292     399            47, 735, 810, 862, 
293     803            271, 509, 530, 751, 
294     350            288, 355, 944, 
295     1073           98, 697, 864, 826, 
296     1104           200, 478, 775, 
297     835            326, 343, 771, 846, 
298     754            48, 660, 901, 
299     525            106, 532, 
300     1029           280, 514, 473, 899, 
301     3312           32, 914, 778, 
302     1080           281, 405, 656, 
303     407            230, 406, 
304     1776           319, 370, 576, 
305     4250           223, 450, 
306     1138           87, 570, 
307     2168           121, 559, 
308     6538           3, 
309     156            127, 505, 
310     7124           24, 
311     52             63, 561, 
312     6403           304, 377, 
313     1972           113, 563, 
314     680            244, 397, 
315     7096           23, 
316     12510          323, 392, 
317     2483           193, 471, 
318     10808          128, 
319     13176          172, 
320     15992          205, 
321     10282          117, 
322     7331           33, 
323     10443          124, 
324     7288           31, 
325     6136           325, 350, 
326     8968           85, 
327     6654           299, 380, 
328     6884           16, 
329     6532           2, 
330     9594           101, 
331     9813           108, 
332     8288           67, 
333     3079           267, 395, 
334     8589           76, 
335     28024          300, 
336     11947          152, 
337     20888          251, 
======================================

Time limit of 300s reached.

ILS finished after 351 iterations.
Final solution uses 338 teams.
